"carat","cut","color","clarity","depth","table","price","x","y","z"
"1.67","Ideal","H","SI1","61.6","55.0","11678","7.68","7.62","4.71"
"0.73","Premium","E","SI2","60.8","60.0","2409","5.87","5.78","3.54"
"0.5","Ideal","D","VS2","60.1","59.0","1646","5.14","5.17","3.1"
"0.38","Very Good","G","VS1","61.9","54.0","693","4.65","4.69","2.89"
"0.46","Ideal","I","VS1","62.3","56.0","974","4.96","4.93","3.08"
"1.23","Ideal","F","VS2","62.4","54.0","10342","6.84","6.87","4.28"
"1.52","Very Good","I","VS1","62.9","59.9","10032","7.27","7.31","4.59"
"0.57","Ideal","F","SI1","61.6","57.0","1571","5.37","5.34","3.3"
"0.33","Very Good","H","VVS2","61.8","57.0","614","4.43","4.46","2.74"
"0.31","Premium","G","VS1","62.1","58.0","802","4.35","4.31","2.69"
"0.94","Premium","F","SI2","62.4","58.0","3456","6.23","6.17","3.87"
"1.01","Premium","E","SI1","62.0","61.0","5311","6.42","6.38","3.97"
"0.71","Ideal","G","VS2","61.6","55.0","2537","5.74","5.78","3.55"
"0.34","Premium","F","VS2","62.3","57.0","880","4.48","4.44","2.78"
"0.35","Ideal","I","VS2","61.4","55.0","509","4.54","4.58","2.8"
"2.0","Good","I","VS2","63.5","59.0","14889","7.93","7.98","5.05"
"0.3","Very Good","I","VS1","63.0","53.0","473","4.26","4.31","2.7"
"1.05","Very Good","D","SI1","60.5","56.0","5821","6.59","6.7","4.0"
"1.15","Premium","H","SI2","62.4","57.0","4508","6.66","6.59","4.14"
"1.0","Premium","G","VS2","61.5","58.0","5967","6.39","6.36","3.92"
"0.57","Ideal","I","VS1","62.2","55.0","1448","5.28","5.33","3.3"
"0.9","Premium","F","VS2","62.3","58.0","4838","6.16","6.14","3.83"
"0.25","Very Good","F","VVS1","60.8","57.0","633","4.08","4.1","2.48"
"2.51","Very Good","I","SI2","62.3","57.0","18090","8.69","8.76","5.44"
"0.3","Very Good","G","IF","63.0","53.0","895","4.24","4.3","2.69"
"0.5","Ideal","H","VVS1","60.6","55.0","1838","5.17","5.13","3.12"
"0.29","Ideal","G","VVS1","62.4","56.0","673","4.22","4.24","2.64"
"0.3","Ideal","I","SI1","61.9","57.0","422","4.29","4.31","2.66"
"1.03","Premium","F","SI1","60.9","61.0","5087","6.54","6.5","3.97"
"0.7","Very Good","G","VVS1","62.4","59.0","3208","5.63","5.66","3.52"
"0.9","Fair","I","VS1","68.7","62.0","2732","5.83","5.79","3.99"
"0.75","Good","D","SI1","64.1","54.0","2608","5.78","5.76","3.7"
"1.25","Very Good","G","SI2","61.4","59.0","6399","6.97","6.93","4.27"
"1.0","Good","G","SI1","62.5","65.0","4528","6.24","6.31","3.92"
"0.24","Good","F","VVS2","64.0","61.0","471","3.91","3.93","2.51"
"1.51","Ideal","D","SI1","62.0","56.0","13162","7.35","7.39","4.57"
"0.5","Good","E","SI2","63.3","56.0","1077","5.05","5.09","3.21"
"0.4","Premium","F","VS2","61.0","58.0","1080","4.79","4.72","2.9"
"1.19","Very Good","E","I1","60.2","61.0","3508","6.87","6.91","4.15"
"0.8","Good","H","VS2","63.4","60.0","2845","5.92","5.82","3.72"
"0.31","Premium","E","VS1","61.1","58.0","734","4.34","4.37","2.66"
"0.4","Ideal","D","VS2","60.8","59.0","917","4.71","4.76","2.88"
"1.01","Premium","F","VS2","62.2","60.0","6533","6.4","6.37","3.97"
"0.7","Premium","E","SI2","59.8","61.0","2135","5.76","5.74","3.44"
"1.21","Very Good","H","SI1","63.3","57.0","6058","6.77","6.7","4.26"
"1.01","Ideal","E","SI1","61.8","56.0","5132","6.46","6.51","4.01"
"0.92","Very Good","F","SI2","59.9","60.0","3625","6.26","6.29","3.76"
"1.21","Very Good","I","SI1","62.1","56.0","5324","6.76","6.92","4.25"
"1.13","Ideal","H","VS2","61.9","56.0","6670","6.69","6.63","4.13"
"0.32","Ideal","D","SI2","59.5","57.0","477","4.47","4.5","2.67"
"0.52","Ideal","D","VVS2","62.4","56.0","2362","5.15","5.17","3.22"
"0.35","Premium","D","SI1","60.9","58.0","644","4.52","4.55","2.76"
"0.57","Premium","G","VS2","62.1","57.0","1728","5.3","5.27","3.28"
"0.45","Ideal","H","SI1","61.6","56.0","923","4.94","4.96","3.05"
"0.32","Good","D","SI1","63.7","55.0","550","4.31","4.33","2.75"
"0.38","Ideal","G","VS2","59.5","58.0","721","4.75","4.77","2.83"
"1.11","Very Good","G","VS2","63.4","56.0","4834","6.62","6.54","4.18"
"2.03","Premium","E","SI1","62.9","57.0","16629","8.04","7.98","5.04"
"0.38","Ideal","F","VS1","60.4","56.0","915","4.7","4.74","2.85"
"1.01","Very Good","J","VS2","63.3","54.0","3620","6.42","6.34","4.04"
"0.36","Very Good","I","VS2","61.6","58.0","505","4.52","4.57","2.8"
"1.5","Good","G","IF","59.9","59.0","13998","7.39","7.46","4.45"
"0.75","Ideal","J","VS1","62.9","57.0","2300","5.74","5.81","3.63"
"1.0","Fair","E","SI1","65.8","59.0","4798","6.07","6.15","4.02"
"0.74","Fair","H","VS2","66.1","61.0","2553","5.6","5.57","3.69"
"1.06","Premium","F","SI2","62.6","59.0","3901","6.51","6.47","4.06"
"1.53","Ideal","H","SI2","62.4","58.0","8034","7.32","7.38","4.59"
"1.0","Premium","F","VS2","60.7","58.0","6899","6.45","6.36","3.89"
"0.26","Ideal","I","VS1","62.1","55.0","434","4.11","4.13","2.56"
"0.34","Good","H","SI1","63.7","57.0","490","4.44","4.45","2.83"
"0.91","Ideal","E","SI2","61.5","56.0","3968","6.2","6.23","3.82"
"1.01","Good","G","SI2","62.8","61.0","4210","6.31","6.37","3.98"
"0.7","Ideal","G","VVS2","60.3","57.0","3191","5.75","5.83","3.49"
"0.32","Ideal","F","VS2","62.3","56.0","645","4.37","4.4","2.73"
"0.3","Premium","F","SI2","62.3","58.0","506","4.32","4.28","2.68"
"0.37","Premium","J","VS2","61.1","60.0","454","4.6","4.63","2.82"
"0.5","Ideal","F","SI1","60.2","63.0","1374","5.12","5.15","3.09"
"0.6","Ideal","G","VS1","60.2","57.0","2109","5.49","5.54","3.32"
"0.73","Ideal","D","VS2","61.5","57.0","3346","5.81","5.83","3.58"
"0.7","Premium","F","SI1","62.2","59.0","2423","5.73","5.69","3.55"
"0.72","Premium","G","SI2","60.6","61.0","1588","5.83","5.75","3.51"
"1.06","Ideal","G","VS1","61.7","57.0","8093","6.52","6.57","4.04"
"0.31","Very Good","F","IF","61.9","54.0","914","4.36","4.39","2.71"
"0.33","Good","F","VS2","59.5","61.0","643","4.49","4.54","2.68"
"0.9","Ideal","H","VS1","61.8","55.0","4964","6.21","6.14","3.82"
"1.22","Ideal","H","SI2","61.7","56.0","5602","6.93","6.87","4.26"
"1.51","Fair","F","I1","67.5","56.0","3734","7.17","7.05","4.8"
"0.9","Very Good","D","SI1","59.5","57.0","4419","6.19","6.34","3.73"
"0.79","Ideal","I","SI1","60.5","58.0","2539","5.97","5.99","3.62"
"0.41","Very Good","E","SI1","60.5","61.0","755","4.78","4.8","2.9"
"0.31","Premium","D","SI2","60.1","60.0","593","4.41","4.38","2.64"
"1.02","Ideal","H","VS2","62.3","54.0","4604","6.48","6.39","4.01"
"1.19","Ideal","H","VVS2","61.6","56.0","7651","6.78","6.86","4.2"
"1.51","Premium","E","SI1","60.6","59.0","12738","7.45","7.41","4.5"
"1.01","Ideal","F","VVS2","59.6","60.0","9040","6.56","6.52","3.9"
"2.01","Very Good","I","SI1","60.8","60.0","13849","8.12","8.15","4.95"
"0.31","Very Good","G","SI2","63.0","57.0","408","4.32","4.35","2.73"
"0.77","Ideal","G","SI2","61.2","57.0","2275","5.94","5.98","3.65"
"1.0","Ideal","E","VS2","61.6","57.0","6720","6.44","6.38","3.95"
"0.72","Fair","H","VVS2","56.5","68.0","2608","6.03","5.89","3.37"
"0.32","Premium","I","VS1","61.9","58.0","648","4.4","4.36","2.71"
"0.39","Very Good","G","VS2","59.8","61.0","734","4.72","4.75","2.83"
"0.73","Very Good","E","SI1","61.3","58.0","2871","5.76","5.83","3.55"
"0.41","Very Good","E","VS1","63.2","59.0","954","4.71","4.75","2.99"
"0.9","Premium","I","SI1","62.1","59.0","3121","6.19","6.15","3.83"
"1.36","Very Good","F","SI1","62.8","53.0","6597","7.05","7.1","4.45"
"0.93","Very Good","G","SI1","62.5","57.8","3933","6.15","6.28","3.87"
"0.81","Premium","G","SI2","59.0","57.0","2274","6.14","6.1","3.61"
"0.91","Very Good","H","SI1","63.4","56.0","3771","6.18","6.1","3.89"
"0.9","Very Good","G","SI1","63.4","54.0","3615","6.11","6.16","3.89"
"0.3","Ideal","G","VVS2","61.4","57.0","665","4.29","4.31","2.64"
"0.35","Premium","G","VVS2","62.2","58.0","1024","4.54","4.49","2.81"
"1.51","Very Good","G","VS1","63.3","53.0","13811","7.33","7.26","4.62"
"0.32","Ideal","G","VVS1","60.3","58.0","779","4.44","4.48","2.69"
"1.51","Ideal","I","VS2","62.9","53.0","9471","7.37","7.33","4.62"
"1.12","Ideal","G","I1","60.3","57.0","3945","6.8","6.73","4.08"
"0.9","Good","E","SI1","57.9","60.0","4190","6.3","6.34","3.66"
"1.18","Very Good","H","SI1","63.3","55.0","5815","6.75","6.72","4.26"
"1.73","Premium","H","SI1","62.4","58.0","11969","7.61","7.64","4.76"
"0.42","Ideal","G","VS1","61.8","57.0","984","4.82","4.79","2.97"
"0.3","Ideal","I","SI2","61.9","56.0","367","4.3","4.32","2.67"
"0.34","Premium","E","VS1","59.9","58.0","805","4.54","4.58","2.73"
"0.71","Ideal","H","SI1","60.8","57.0","2006","5.77","5.81","3.52"
"0.3","Ideal","F","VVS1","61.8","57.0","814","4.3","4.34","2.67"
"1.5","Ideal","E","SI1","62.0","55.0","11489","7.4","7.32","4.56"
"0.72","Ideal","I","VS2","61.7","56.0","2650","5.73","5.78","3.55"
"1.18","Ideal","I","VS1","62.2","55.0","6272","6.8","6.77","4.22"
"1.14","Ideal","E","SI2","62.6","56.0","5005","6.69","6.63","4.17"
"0.84","Premium","F","VVS2","60.4","62.0","4243","6.15","6.1","3.7"
"0.6","Premium","E","VS2","59.3","60.0","2124","5.51","5.46","3.25"
"0.56","Ideal","G","VVS2","61.6","56.0","1976","5.29","5.32","3.27"
"0.8","Very Good","F","SI1","62.6","58.0","2862","5.9","5.92","3.7"
"1.5","Premium","I","VVS1","62.4","60.0","11155","7.32","7.29","4.56"
"0.34","Ideal","D","SI1","61.3","57.0","626","4.44","4.5","2.74"
"1.51","Good","D","SI1","63.6","61.0","11212","7.1","7.25","4.56"
"0.58","Premium","E","SI1","60.6","56.0","1949","5.42","5.38","3.27"
"0.31","Ideal","J","SI1","62.4","53.0","379","4.38","4.4","2.74"
"0.34","Ideal","D","VS2","61.4","56.0","1033","4.53","4.5","2.77"
"0.33","Premium","E","SI1","60.7","57.0","743","4.47","4.43","2.7"
"1.02","Ideal","F","VS1","60.7","56.0","7091","6.53","6.61","3.99"
"0.31","Ideal","D","VS2","62.3","55.0","734","4.33","4.37","2.71"
"0.35","Ideal","E","SI2","61.4","56.0","630","4.55","4.51","2.78"
"1.05","Premium","F","VS1","61.0","58.0","7879","6.6","6.55","4.01"
"0.74","Good","E","VS2","63.5","56.0","3163","5.75","5.8","3.67"
"0.41","Ideal","F","VVS2","61.2","56.0","1192","4.8","4.78","2.93"
"0.35","Premium","H","VS1","62.6","59.0","788","4.5","4.45","2.8"
"0.32","Ideal","E","VVS2","62.3","56.0","842","4.37","4.4","2.73"
"0.31","Ideal","F","VS2","62.6","57.0","802","4.33","4.27","2.69"
"0.7","Fair","H","VS2","64.9","56.0","1981","5.49","5.51","3.57"
"0.7","Very Good","F","VS2","62.4","57.0","2362","5.63","5.69","3.53"
"0.71","Good","I","SI1","63.6","63.0","1774","5.64","5.61","3.58"
"1.05","Ideal","I","SI1","62.6","56.0","4466","6.45","6.53","4.06"
"0.31","Ideal","F","VVS2","61.5","56.0","917","4.35","4.37","2.68"
"1.1","Ideal","F","VS1","61.7","57.0","8279","6.67","6.65","4.11"
"1.05","Ideal","G","VS1","62.8","58.0","7440","6.44","6.48","4.06"
"1.03","Premium","G","SI2","59.9","60.0","4413","6.56","6.5","3.91"
"0.3","Premium","E","VS2","61.7","60.0","731","4.31","4.28","2.65"
"0.91","Very Good","G","VVS2","63.4","58.0","4849","6.1","6.14","3.88"
"0.41","Very Good","G","VS1","60.5","56.0","823","4.83","4.85","2.93"
"0.35","Premium","E","VVS1","60.7","59.0","1116","4.58","4.55","2.77"
"1.0","Very Good","H","VS1","64.2","53.0","5619","6.27","6.34","4.05"
"0.35","Very Good","E","IF","57.9","56.0","1025","4.71","4.75","2.74"
"2.0","Ideal","H","SI1","62.9","56.0","13320","8.06","7.97","5.04"
"0.51","Ideal","G","VS1","60.4","59.0","1668","5.16","5.21","3.13"
"0.4","Ideal","I","SI1","62.3","55.0","624","4.72","4.75","2.95"
"1.2","Very Good","G","VVS1","61.8","55.0","9968","6.79","6.83","4.21"
"1.54","Very Good","H","VS2","62.1","62.0","11527","7.31","7.38","4.56"
"1.03","Very Good","D","VS1","59.6","61.0","6848","6.57","6.62","3.93"
"0.73","Very Good","F","VS2","62.5","57.0","2855","5.7","5.75","3.58"
"0.31","Ideal","E","VS2","61.0","56.0","872","4.38","4.34","2.66"
"0.57","Ideal","D","SI2","61.4","56.0","1413","5.33","5.38","3.29"
"1.0","Ideal","E","VS2","61.5","55.0","6989","6.47","6.44","3.97"
"0.82","Ideal","E","SI1","61.8","53.0","3979","6.02","6.05","3.73"
"0.26","Very Good","E","VS2","62.1","56.0","452","4.11","4.13","2.56"
"0.94","Very Good","F","SI2","62.6","57.0","3938","6.25","6.27","3.92"
"0.92","Ideal","E","SI2","62.1","53.0","4011","6.22","6.25","3.87"
"0.55","Ideal","G","SI1","60.8","56.0","1429","5.3","5.36","3.24"
"0.3","Premium","H","VS1","61.3","58.0","526","4.29","4.32","2.64"
"0.4","Very Good","J","VS1","63.0","58.0","631","4.66","4.7","2.95"
"1.05","Ideal","H","VS1","61.8","55.0","6833","6.54","6.57","4.05"
"2.0","Ideal","I","SI1","62.9","59.0","15218","8.08","7.95","5.05"
"2.0","Premium","G","SI2","60.1","62.0","15485","8.07","8.0","4.83"
"0.72","Very Good","E","VVS1","61.2","57.0","4847","5.73","5.78","3.53"
"0.58","Very Good","G","VVS2","62.1","58.0","1872","5.35","5.4","3.34"
"0.29","Very Good","E","VVS2","60.9","57.0","674","4.29","4.32","2.62"
"0.31","Good","H","VS2","63.2","57.0","489","4.32","4.35","2.74"
"1.01","Fair","F","SI1","67.2","60.0","4276","6.06","6.0","4.05"
"0.51","Very Good","G","VVS2","62.9","57.0","1750","5.06","5.12","3.2"
"0.73","Very Good","E","SI2","59.6","57.0","2359","5.87","5.91","3.51"
"0.41","Premium","J","VVS1","60.1","58.0","994","4.83","4.79","2.89"
"0.37","Premium","H","VVS2","62.2","59.0","957","4.56","4.54","2.83"
"0.24","Very Good","E","VVS2","61.6","59.0","552","3.98","4.01","2.46"
"1.51","Ideal","H","SI2","61.7","57.0","6384","7.39","7.36","4.55"
"1.15","Premium","I","SI1","62.2","59.0","4830","6.75","6.68","4.18"
"0.51","Good","J","VS2","63.1","56.0","984","5.1","5.13","3.23"
"0.9","Ideal","G","SI1","62.2","56.0","3931","6.2","6.14","3.84"
"0.57","Very Good","G","VS2","59.9","54.6","1633","5.43","5.46","3.26"
"1.52","Ideal","E","VS2","62.2","57.0","15239","7.34","7.38","4.58"
"0.91","Good","I","SI2","60.2","59.0","3034","6.24","6.29","3.77"
"0.34","Ideal","E","VVS2","62.4","55.0","944","4.47","4.51","2.79"
"0.54","Ideal","I","VS1","61.6","54.0","1216","5.26","5.3","3.25"
"0.9","Fair","H","SI2","64.4","59.0","2138","6.03","5.99","3.87"
"0.37","Good","D","SI1","63.7","55.0","874","4.59","4.55","2.91"
"0.33","Premium","E","VVS1","60.1","58.0","1052","4.51","4.47","2.7"
"1.0","Premium","G","SI1","60.1","61.0","3634","6.44","6.4","3.86"
"0.91","Premium","D","SI1","59.0","61.0","4663","6.35","6.29","3.73"
"1.06","Ideal","H","SI2","62.5","57.1","4829","6.46","6.5","4.05"
"0.4","Ideal","G","VS2","60.9","58.0","825","4.76","4.79","2.91"
"0.9","Very Good","D","SI1","62.4","63.0","4068","6.15","6.18","3.85"
"0.32","Ideal","D","VS1","61.4","56.0","720","4.38","4.41","2.7"
"0.3","Ideal","E","VS2","62.0","55.0","658","4.27","4.31","2.66"
"0.71","Ideal","I","VS1","61.3","57.0","2525","5.73","5.75","3.51"
"0.59","Ideal","E","VS2","62.2","58.0","1838","5.35","5.39","3.34"
"0.57","Premium","F","VS2","60.3","58.0","1754","5.4","5.44","3.27"
"0.34","Premium","I","VVS1","60.5","59.0","626","4.48","4.54","2.73"
"1.34","Very Good","J","SI2","62.3","61.0","5787","6.97","7.05","4.37"
"0.5","Premium","I","SI1","61.7","58.0","1059","5.15","5.09","3.16"
"0.71","Very Good","F","VS2","63.1","58.0","2588","5.65","5.7","3.58"
"1.02","Ideal","F","VS1","61.5","56.0","8061","6.5","6.47","3.99"
"0.73","Good","H","SI2","60.9","65.0","2085","5.86","5.69","3.51"
"0.38","Ideal","G","VS2","61.6","57.0","743","4.62","4.66","2.86"
"1.11","Premium","F","SI2","58.9","60.0","4612","6.8","6.74","3.99"
"0.9","Premium","E","SI2","60.4","59.0","3924","6.21","6.24","3.76"
"0.4","Ideal","F","VVS2","61.7","56.0","1088","4.72","4.74","2.92"
"1.35","Ideal","H","SI1","62.8","57.0","7619","6.98","7.09","4.42"
"1.02","Premium","E","SI1","61.4","58.0","5956","6.48","6.45","3.97"
"0.3","Good","G","VVS2","63.1","56.0","684","4.2","4.23","2.66"
"1.52","Premium","H","VVS2","61.2","58.0","11979","7.48","7.41","4.56"
"0.4","Ideal","E","VVS2","62.1","56.0","1238","4.73","4.7","2.93"
"1.01","Very Good","G","SI2","61.9","55.0","3852","6.43","6.46","3.99"
"1.51","Ideal","G","VS2","60.9","57.0","13752","7.39","7.46","4.52"
"1.61","Very Good","G","SI2","63.4","55.0","6915","7.47","7.35","4.7"
"0.82","Ideal","H","VS1","61.5","56.0","3364","6.0","6.04","3.7"
"0.7","Very Good","F","VS1","61.8","56.0","2810","5.63","5.7","3.5"
"0.56","Premium","E","VS2","62.1","57.0","1915","5.3","5.27","3.28"
"0.3","Very Good","E","VS2","61.9","61.0","658","4.28","4.32","2.66"
"1.73","Premium","F","SI2","62.4","60.0","9494","7.6","7.55","4.73"
"0.4","Good","D","SI2","63.1","56.0","622","4.65","4.67","2.94"
"0.4","Ideal","E","VVS1","62.6","56.0","1397","4.73","4.7","2.95"
"0.42","Ideal","D","SI1","61.9","55.0","970","4.84","4.79","2.98"
"0.55","Ideal","J","VS2","60.4","58.0","1133","5.29","5.34","3.21"
"0.75","Very Good","E","SI1","62.9","57.0","2753","5.79","5.84","3.66"
"0.36","Ideal","E","SI1","62.4","55.0","810","4.58","4.55","2.85"
"0.26","Good","D","VVS2","63.6","56.0","564","4.06","4.09","2.59"
"0.72","Ideal","G","SI2","61.6","54.0","2170","5.78","5.82","3.57"
"0.31","Ideal","G","VS2","61.6","54.0","544","4.39","4.41","2.71"
"0.3","Very Good","J","VS1","63.0","59.0","394","4.24","4.27","2.68"
"0.51","Ideal","D","VS2","61.6","56.0","1882","5.17","5.15","3.18"
"0.43","Ideal","E","VVS2","60.8","57.0","1135","4.9","4.87","2.97"
"0.27","Premium","D","VS2","59.6","61.0","567","4.26","4.23","2.53"
"0.9","Good","G","SI1","63.9","60.0","3574","6.07","6.1","3.89"
"1.3","Premium","F","SI2","61.1","58.0","6261","7.02","6.98","4.28"
"0.7","Premium","F","SI2","62.9","60.0","2184","5.57","5.49","3.48"
"1.1","Ideal","F","VS1","61.5","56.0","9669","6.63","6.66","4.09"
"1.15","Ideal","J","SI1","61.8","57.0","4347","6.73","6.67","4.14"
"0.57","Ideal","F","SI1","62.2","56.0","1751","5.33","5.31","3.31"
"0.47","Ideal","H","IF","62.4","57.0","1865","4.97","5.0","3.11"
"1.05","Ideal","I","SI1","60.4","57.0","3822","6.6","6.58","3.98"
"0.3","Premium","E","VVS1","61.3","59.0","895","4.28","4.33","2.64"
"0.72","Very Good","H","SI2","61.0","56.0","1953","5.75","5.8","3.52"
"0.79","Ideal","F","SI1","62.8","56.0","2878","5.88","5.9","3.7"
"0.5","Good","E","VS1","61.1","58.2","1932","5.08","5.12","3.11"
"0.38","Ideal","F","VVS1","62.3","54.0","1096","4.64","4.7","2.91"
"1.69","Very Good","E","SI2","62.6","59.0","10317","7.53","7.61","4.74"
"0.27","Ideal","H","VS1","62.3","56.0","464","4.15","4.17","2.59"
"1.11","Premium","E","SI2","61.0","60.0","4177","6.68","6.66","4.07"
"1.58","Premium","H","VS2","60.5","58.0","8936","7.57","7.54","4.57"
"0.72","Very Good","G","VS1","60.0","59.0","2671","5.8","5.84","3.49"
"1.31","Premium","H","VS2","59.6","58.0","6095","7.14","7.08","4.24"
"0.34","Ideal","E","VS1","61.2","57.0","805","4.45","4.51","2.74"
"0.42","Very Good","H","VVS1","63.9","56.0","1042","4.73","4.75","3.03"
"0.88","Ideal","I","SI1","62.4","55.0","3264","6.12","6.16","3.83"
"0.4","Very Good","H","IF","64.0","56.0","1044","4.66","4.69","2.99"
"0.5","Premium","D","SI1","62.2","59.0","1654","5.13","5.1","3.18"
"1.32","Premium","I","SI2","61.3","59.0","5588","7.01","6.95","4.28"
"1.02","Very Good","G","SI2","63.1","60.0","4370","6.41","6.34","4.02"
"2.2","Premium","H","SI2","58.2","59.0","11147","8.52","8.47","4.94"
"1.02","Premium","H","SI2","62.6","58.0","4798","6.44","6.4","4.02"
"1.01","Premium","F","VS1","62.4","61.0","7127","6.39","6.36","3.98"
"1.71","Ideal","J","VS1","62.1","55.0","11711","7.73","7.65","4.78"
"1.09","Very Good","G","VS1","62.5","58.0","7378","6.49","6.59","4.09"
"1.01","Ideal","J","SI1","62.9","56.0","3818","6.4","6.35","4.01"
"0.26","Premium","H","VS1","62.3","59.0","491","4.1","4.06","2.54"
"0.26","Very Good","G","VS2","61.7","57.0","423","4.11","4.15","2.55"
"1.16","Very Good","G","VVS1","60.7","56.0","9023","6.77","6.83","4.13"
"0.41","Ideal","D","VVS2","62.3","55.0","1356","4.77","4.76","2.97"
"0.32","Ideal","G","VS1","61.9","55.0","602","4.4","4.42","2.73"
"0.3","Good","G","VVS1","63.1","58.0","789","4.28","4.31","2.71"
"0.77","Premium","E","SI2","62.5","60.0","2171","5.84","5.8","3.64"
"1.01","Very Good","D","VS2","62.7","57.0","7652","6.36","6.39","4.0"
"0.3","Ideal","F","IF","60.5","60.0","873","4.34","4.36","2.63"
"1.05","Premium","D","SI1","60.5","60.0","5659","6.53","6.62","3.98"
"0.4","Good","E","SI1","60.6","65.0","1110","4.74","4.71","2.86"
"0.32","Premium","E","VVS1","61.8","59.0","1020","4.39","4.35","2.7"
"0.72","Premium","E","VS2","61.1","59.0","2903","5.8","5.75","3.53"
"0.23","Very Good","D","VS1","59.0","61.0","373","4.04","4.06","2.39"
"0.59","Premium","D","VVS2","62.6","58.0","2538","5.4","5.34","3.36"
"0.41","Ideal","E","VVS2","61.0","56.0","1243","4.82","4.79","2.93"
"1.7","Ideal","F","VS2","62.3","56.0","18055","7.65","7.61","4.75"
"0.4","Premium","F","VS1","60.4","59.0","1050","4.76","4.75","2.87"
"0.31","Premium","G","VVS1","62.1","59.0","1046","4.39","4.34","2.71"
"0.46","Ideal","E","SI2","61.3","56.0","870","4.96","5.02","3.06"
"1.02","Premium","D","SI1","60.6","59.0","5998","6.53","6.47","3.94"
"0.54","Very Good","G","VS1","63.6","56.0","1698","5.17","5.24","3.31"
"0.4","Fair","G","VS1","57.1","64.0","798","4.88","4.9","2.79"
"1.0","Very Good","H","SI1","61.5","59.0","5036","6.35","6.4","3.92"
"0.33","Ideal","E","SI1","62.4","56.0","743","4.43","4.41","2.76"
"1.27","Premium","I","VS1","62.2","59.0","6415","6.87","6.92","4.29"
"1.2","Very Good","G","SI2","62.1","56.0","5183","6.79","6.87","4.24"
"1.22","Ideal","H","VS2","61.4","57.0","6947","6.89","6.85","4.22"
"0.23","Very Good","F","VS1","63.2","58.0","483","3.89","3.86","2.45"
